id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,roce_sector_benchmark_pct,roce_vs_sector_benchmark_pct,return_on_assets_pct,debt_to_equity,high_leverage_flag,interest_coverage,icr_label,icr_warning_flag,net_debt_cr,asset_turnover,free_cash_flow_cr,capex_cr,capex_intensity_pct,capex_intensity_label,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,cfo_quality_score,cfo_quality_label,fcf_conversion_rate_pct,capital_allocation_pattern,revenue_cagr_3yr,revenue_cagr_3yr_flag,revenue_cagr_5yr,revenue_cagr_5yr_flag,revenue_cagr_10yr,revenue_cagr_10yr_flag,pat_cagr_3yr,pat_cagr_3yr_flag,pat_cagr_5yr,pat_cagr_5yr_flag,pat_cagr_10yr,pat_cagr_10yr_flag,eps_cagr_3yr,eps_cagr_3yr_flag,eps_cagr_5yr,eps_cagr_5yr_flag,eps_cagr_10yr,eps_cagr_10yr_flag,composite_quality_score,id_company,company_logo,company_name,chart_link,about_company,website,nse_profile,bse_profile,face_value,book_value,roce_percentage,roe_percentage,roe,de,fcf,opm,icr,net_profit,roce,net_debt
12,ABB,2024-03,20.533424517011454,24.84185330825782,32.46823465801568,38.41882601797991,,,23.127286732139417,0.022438496891051634,0,141.75,,0,83.0,1.1263238975544,1095.0,4943.0,84.51017267909045,Capital Intensive,565.0,1761.4285714285713,73.0,83.0,6038.0,5.755974245820066,High Quality,75.36132140399174,Shareholder Returns,10.713721789385655,,9.716101277290168,,9.898290364739681,,20.232437941096727,,21.69314043381163,,19.75338045077737,,20.24167817921956,,21.65851677781967,,19.772344260550724,,100.0,ABB,https://mkt.in/static/mkt-icons/nifty100/ABB.png,Abbott India Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AABBOTINDIA,Abbott India Ltd is one of the leading multinational pharmaceutical companies in India and sells its products through independent distributors primarily within India.,https://www.abbott.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=ABBOTINDIA,https://www.bseindia.com/stock-share-price/abbott-india-ltd/ABBOTINDIA/500488/,10.0,1657.0,46.0,34.9,34.9,0.022438496891051634,1095.0,24.84185330825782,141.75,20.533424517011454,46.0,83.0
24,ADANIENSOL,2024-03,7.201782380923707,34.38911302462817,9.461276797721698,11.488402969161756,,,2.043117291332126,2.93252116130053,0,2.284784965666787,,0,36304.0,0.2836960606785336,1095.0,4943.0,29.764557114469802,Capital Intensive,10.0,113.37219730941705,0.0,37070.0,6038.0,4.389232826387428,High Quality,19.17352477674663,Shareholder Returns,18.715011322879892,,17.85124994851739,,,ZERO_BASE,-2.4904490462308027,,16.42972571572392,,,ZERO_BASE,-3.1270693848535758,,14.869835499703509,,,ZERO_BASE,70.95086624895036,ADANIENSOL,"https://m.economictimes.com/thumb/msid-117371599,width-1200,height-900,resizemode-4,imgsize-5642/the-growth-story-remains-intact-for-adani-energy-solutions-says-jefferies.jpg",Adani Energy Solutions Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIENSOL,"AESL, part of the Adani portfolio, is a multidimensional organization with presence in various facets of the energy domain, namely power transmission, distribution, smart metering, and cooling solutions. AESL is India's largest private transmission company",https://www.adanienergysolutions.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIENSOL,https://www.bseindia.com/stock-share-price/adani-energy-solutions-ltd/ADANIENSOL/539254/,10.0,175.0,9.0,8.59,8.59,2.93252116130053,1095.0,34.38911302462817,2.284784965666787,7.201782380923707,9.0,36304.0
59,ADANIPORTS,2024-03,30.339560480700833,58.36172363445772,15.3548827162833,15.246263985603631,,,6.926554927819896,0.9373223691689719,0,5.949506037321624,,0,45181.0,0.22830109659056916,8250.0,6768.0,25.337875781513237,Capital Intensive,38.0,244.34259259259258,16.0,49470.0,15018.0,1.923293066451101,High Quality,52.92193213163128,Shareholder Returns,28.631936311849437,,19.57867595245697,,18.65179197239284,,17.084126579285687,,14.909565182041629,,16.624572854327614,,14.977941578896626,,14.869835499703509,,16.860936130231472,,94.19360339535413,ADANIPORTS,https://mkt.in/static/mkt-icons/nifty100/ADANIPORTS.png,"Adani Ports & Special Economic Zone Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3AADANIPORTS,"Adani Ports & Special Economic Zone is in the business of development, operations and maintenance of port infrastructure (port services and related infrastructure development) and has linked multi product Special Economic Zone (SEZ) and related infrastructure contiguous to Port at Mundra.",http://www.adaniports.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIPORTS,https://www.bseindia.com/stock-share-price/adani-ports-special-economic-zone-ltd/ADANIPORTS/532921/,2.0,265.0,12.9,18.1,18.1,0.9373223691689719,8250.0,58.36172363445772,5.949506037321624,30.339560480700833,12.9,45181.0
98,APOLLOHOSP,2024-03,4.905818773282963,12.56099480560365,13.480392156862745,19.51259271334257,,,5.5847568988173455,0.7688869665513264,0,5.565701559020044,,0,4347.0,1.1383944570541153,383.0,1537.0,8.064431502177449,Capital Intensive,63.0,481.66666666666663,26.0,5333.0,1920.0,3.4884621283951085,High Quality,15.998329156223893,Shareholder Returns,21.752736351876713,,14.660042602193135,,15.90208668517812,,89.6838465061924,,36.13077689773863,,11.493642912195057,,84.69147504478333,,29.95061094416296,,10.60156477390728,,84.41148500168208,APOLLOHOSP,https://mkt.in/static/mkt-icons/nifty100/APOLLOHOSP.png,"Apollo Hospitals
Chain of Indian private hospitals",https://in.tradingview.com/chart/?symbol=NSE%3AAPOLLOHOSP,"Apollo Hospitals Enterprise Limited is an Indian multinational healthcare group headquartered in Chennai. It is the largest for-profit private hospital network in India, with a network of 71 owned and managed hospitals.",https://www.apollohospitals.com/,https://www.nseindia.com/get-quotes/equity?symbol=APOLLOHOSP,https://www.bseindia.com/stock-share-price/apollo-hospitals-enterprise-ltd/apollohosp/508869/,5.0,522.0,17.2,13.81,13.81,0.7688869665513264,383.0,12.56099480560365,5.565701559020044,4.905818773282963,17.2,4347.0
111,ASIANPAINT,2024-03,15.658543456824905,21.3692069305536,29.677488252883382,35.774926893689276,,,18.588007090063876,0.1321016659547202,0,41.00487804878049,,0,-2114.0,1.187084044011906,3556.0,2548.0,7.17847584166784,Moderate,57.0,195.08333333333334,58.0,2474.0,6104.0,0.9321931577763529,Moderate,46.88200395517469,Shareholder Returns,17.801037676951047,,13.029660349453076,,11.25245350301849,,20.117567163333238,,20.277362101955056,,15.971565352132288,,19.983162620797668,,20.973552688431262,,15.929283130870008,,92.4292421036847,ASIANPAINT,https://mkt.in/static/mkt-icons/nifty100/ASIANPAINT.png,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",https://in.tradingview.com/chart/?symbol=NSE%3AASIANPAINT,"Asian Paints Ltd is an Indian multinational paint company, headquartered in Mumbai. The company is engaged in the business of manufacturing, selling and distribution of paints, coatings, products related to home decor, bath fittings and providing related services.",https://www.asianpaints.com/,https://www.nseindia.com/get-quotes/equity?symbol=ASIANPAINT,https://www.bseindia.com/stock-share-price/asian-paints-ltd/asianpaint/500820/,1.0,188.0,41.75,31.45,31.45,0.1321016659547202,3556.0,21.3692069305536,41.00487804878049,15.658543456824905,41.75,-2114.0
144,BAJAJ-AUTO,2024-03,17.178515712057056,19.534209939826162,26.61418410330778,28.389583468290468,,,19.59129727531517,0.06601754022512257,0,174.41666666666666,,0,-26175.0,1.1404534363562424,6486.0,72.0,0.16046356139959886,Asset Light,276.0,1038.0645161290322,29.0,1912.0,6558.0,0.7566632844852987,Moderate,73.99885909868796,Reinvestor,17.384652616671946,,8.127604751021389,,8.341820762984753,,16.642781522818396,,9.358917170384974,,8.59316738465321,,17.995813862247644,,10.177276348465591,,8.961311524418347,,89.62305373296347,BAJAJ-AUTO,https://mkt.in/static/mkt-icons/nifty100/BAJAJ-AUTO.png,Bajaj Auto Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bajaj Auto, the flagship company of Bajaj Group, is a two-wheeler and three-wheeler manufacturing company that exports to 79 countries across several countries in Latin America, Southeast Asia, and many more. Its headquarter is in Pune, India.
It has acquired 48% of the KTM Brand which manufactures sports and super sports two-wheelers, which was 14% in 2007 when the company first acquired KTM. [1]

",https://www.bajajauto.com/,https://www.nseindia.com/get-quotes/equity?symbol=BAJAJ-AUTO,https://www.bseindia.com/stock-share-price/bajaj-auto-ltd/BAJAJ-AUTO/532977/,10.0,1109.0,33.5,26.5,26.5,0.06601754022512257,6486.0,19.534209939826162,174.41666666666666,17.178515712057056,33.5,-26175.0
170,BAJAJHLDNG,2024-03,432.7262044653349,91.7743830787309,13.576787656460265,2.8760817529000184,4.350587230638684,-1.4745054777386657,11.302773131167417,0.0011613545449517945,0,3764.5,,0,-64652.0,0.026119918356071883,1469.0,472.0,27.73207990599295,Capital Intensive,653.0,4887.117117117117,20.0,63.0,1941.0,0.34018820955345913,Accrual Risk,94.0460947503201,Reinvestor,55.00574158769729,,31.612293448969165,,14.937545587928923,,26.318822706492305,,19.297559063731295,,13.992331678744474,,25.799750331593962,,18.96864732798973,,13.81670668377948,,76.50682736462144,BAJAJHLDNG,https://mkt.in/static/mkt-icons/nifty100/BAJAJHLDNG.png,Bajaj Holdings & Investment Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bajaj Holdings & Investment Ltd. operates as an Investment Company and is registered as a Non-Banking Financial Institution- Investment and Credit Company with the Reserve Bank of India. The Co. holds more than 36% stake in both Bajaj Auto Ltd. and Bajaj Finserv Ltd.

",https://www.bhil.in/,https://www.nseindia.com/get-quotes/equity?symbol=BAJAJHLDNG,https://www.bseindia.com/stock-share-price/bajaj-holdings-investment-ltd/BAJAJHLDNG/500490/,10.0,5375.0,13.1,14.8,14.8,0.0011613545449517945,1469.0,91.7743830787309,3764.5,432.7262044653349,13.1,-64652.0
219,BHARTIARTL,2024-03,5.706018055499993,52.20093077836007,10.35839213740181,26.253894054880604,,,1.9361158683224027,2.6094723973904306,0,3.3055457435535147,,0,183990.0,0.3393112060793767,27809.0,51089.0,34.063420943846594,Capital Intensive,13.0,143.58533194299616,62.0,215592.0,78898.0,3.3340669561855663,High Quality,35.51959331732489,Shareholder Returns,14.232767250604962,,13.17410230151459,,5.735981845577776,,,TURNAROUND,38.35662769365473,,10.981583453663312,,,TURNAROUND,67.02776523348103,,10.026509310601806,,76.42673781285109,BHARTIARTL,https://mkt.in/static/mkt-icons/nifty100/BHARTIARTL.png,Bharti Airtel Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ABHARTIARTL,"Bharti Airtel Ltd is one of the world's leading providers of telecommunication services with presence in 18 countries representing India, Sri
Lanka, 14 countries in Africa.",http://www.airtel.in/,https://www.nseindia.com/get-quotes/equity?symbol=BHARTIARTL,https://www.bseindia.com/stock-share-price/bharti-airtel-ltd/BHARTIARTL/532454/,5.0,153.0,13.1,14.9,14.9,2.6094723973904306,27809.0,52.20093077836007,3.3055457435535147,5.706018055499993,13.1,183990.0
245,BOSCHLTD,2024-03,14.886112273569676,12.524660728164047,20.639920424403183,17.30975791126167,,,14.34745030250648,0.003232758620689655,0,71.7843137254902,,0,-5086.0,0.9638144626908672,1536.0,283.0,1.6918754110121361,Asset Light,844.0,4021.333333333333,44.0,39.0,1253.0,1.0732338840131006,High Quality,73.31742243436754,Liquidating Assets,19.843289373663996,,6.717165240230294,,6.059885810658572,,72.86912600423906,,9.275930793686072,,9.860472231834105,,72.64984767834024,,9.261870727688626,,10.479375984763962,,86.83444584833873,BOSCHLTD,https://mkt.in/static/mkt-icons/nifty100/BOSCHLTD.png,Bosch Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bosch Ltd has presence across automotive technology, industrial technology, consumer goods and energy and building technology. It manufactures and trades in products such as diesel and gasoline fuel injection systems, automotive aftermarket products, industrial equipment, electrical power tools, security systems",https://www.bosch.in/,https://www.nseindia.com/get-quotes/equity?symbol=BOSCHLTD,https://www.bseindia.com/stock-share-price/bosch-ltd/BOSCHLTD/500530/,10.0,4319.0,20.6,16.0,16.0,0.003232758620689655,1536.0,12.524660728164047,71.7843137254902,14.886112273569676,20.6,-5086.0
258,BPCL,2024-03,5.994201967046283,9.837909494446341,35.511337343822305,33.84830382235054,,,13.26907686075349,0.7218747934157467,0,11.355507351168956,,0,27968.0,2.213651947949293,25415.0,10521.0,2.3480024906099985,Asset Light,62.0,354.0964419475655,33.0,54599.0,35936.0,2.486510576648653,High Quality,57.65391769883399,Shareholder Returns,24.863629368132333,,8.483226324685255,,5.4159319078910695,,15.748130122124548,,25.790698729746552,,20.817911347727637,,18.776353612992548,,28.063048802615654,,21.28718543006496,,89.83790949444634,BPCL,https://mkt.in/static/mkt-icons/nifty100/BPCL.png,Bharat Petroleum Corporation Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bharat Petroleum Corporation is a public sector company which is engaged in the business of refining of crude oil and marketing of petroleum products.[1]

",https://www.bharatpetroleum.in/,https://www.nseindia.com/get-quotes/equity?symbol=BPCL,https://www.bseindia.com/stock-share-price/bharat-petroleum-corporation-ltd/BPCL/500547/,10.0,178.0,32.1,41.9,41.9,0.7218747934157467,25415.0,9.837909494446341,11.355507351168956,5.994201967046283,32.1,27968.0
